,"""Pre-SI-0000000504""",2000000624,19/10/2016,Pre-SI-,Lysten Global,19/10/2016 0:00,1,INR,Standard Selling,INR,1,19980,22677,22677,Debtors - LG,Ship/00004,S R Medical,S R Medical,19/10/2016 0:00,1,19980,19980,19980,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,2697.3,19980,2697.3,2697.3,19980,2697.3,,EMPOWER - OD TAB,EMPOWER - OD TAB,60,Strip,1,66.6,19980,66.6,19980,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,300,Strip,300,19980,19980,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000505""",2000000625,19/10/2016,Pre-SI-,Lysten Global,19/10/2016 0:00,1,INR,Standard Selling,INR,1,11617,12464,12464,Debtors - LG,Ship/00004,PAWAN AGE.,PAWAN AGE.,19/10/2016 0:00,1,11617,11617,11617,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,846.87,11617,846.87,846.87,11617,846.87,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,66.6,1998,66.6,1998,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,30,Strip,30,1998,1998,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.67,5867,58.67,5867,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,100,Strip,100,5867,5867,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB TAB,ACTIRAB TAB,10,Strip,1,37.52,3752,37.52,3752,Sales - LG,Main - LG,ACTIRAB TAB,AT6463,100,Strip,100,3752,3752,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000506""",2000000626,19/10/2016,Pre-SI-,Lysten Global,19/10/2016 0:00,1,INR,Standard Selling,INR,1,19000,20140,20140,Debtors - LG,Ship/00004,RAJAT MEDICAL AGE,RAJAT MEDICAL AGE,19/10/2016 0:00,1,19000,19000,19000,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1140,19000,1140,1140,19000,1140,,TRYGESIC TAB,TRYGESIC TAB,100,Strip,1,16.91,1691,16.91,1691,Sales - LG,Main - LG,TRYGESIC TAB,AT6809,100,Strip,100,1691,1691,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,180,Strip,1,23.88,0,23.88,0,Sales - LG,Main - LG,LYCOREST TAB,AT6480,0,Strip,0,0,0,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.4,6140,61.4,6140,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-843,100,Vial,100,6140,6140,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEGO GEL 20mg,WEGO GEL 20mg,300,Tube,1,37.23,11169,37.23,11169,Sales - LG,Main - LG,WEGO GEL 20mg,E6155,300,Tube,300,11169,11169,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND -SP TAB,STAND -SP TAB,5,Strip,1,46.39,0,46.39,0,Sales - LG,Main - LG,STAND -SP TAB,AT6368,0,Strip,0,0,0,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000507""",2000000627,19/10/2016,Pre-SI-,Lysten Global,19/10/2016 0:00,1,INR,Standard Selling,INR,1,18000,19080,19080,Debtors - LG,Ship/00004,Drug Distributor,Drug Distributor,19/10/2016 0:00,1,18000,18000,18000,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1080,18000,1080,1080,18000,1080,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,0,Vial,1,36,18000,36,18000,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-843,500,Vial,500,18000,18000,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000508""",2000000628,19/10/2016,Pre-SI-,Lysten Global,20/10/2016 0:00,1,INR,Standard Selling,INR,1,35525,36236,36236,Debtors - LG,Ship/00004,BAJAJ PHARMA,BAJAJ PHARMA,20/10/2016 0:00,1,35525,35525,35525,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,710.5,35525,710.5,710.5,35525,710.5,,WEGO GEL 20mg,WEGO GEL 20mg,500,Tube,1,37.23,18615,37.23,18615,Sales - LG,Main - LG,WEGO GEL 20mg,E6155,500,Tube,500,18615,18615,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRYGESIC TAB,TRYGESIC TAB,1000,Strip,1,16.91,16910,16.91,16910,Sales - LG,Main - LG,TRYGESIC TAB,AT6809,1000,Strip,1000,16910,16910,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000509""",2000000629,21/10/2016,Pre-SI-,Lysten Global,22/10/2016 0:00,1,INR,Standard Selling,INR,1,21604.6,22745,22745,Debtors - LG,Ship/00004,HARDEV PHARMA,HARDEV PHARMA,22/10/2016 0:00,1,21604.6,21604.6,21604.6,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1140.17,21604.6,1140.17,1140.17,21604.6,1140.17,,WEGO GEL 20mg,WEGO GEL 20mg,300,Tube,1,37.23,11169,37.23,11169,Sales - LG,Main - LG,WEGO GEL 20mg,E6155,300,Tube,300,11169,11169,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLUCOLYST -G1 TAB,GLUCOLYST -G1 TAB,0,Strip,1,34.11,682.2,34.11,682.2,Sales - LG,Main - LG,GLUCOLYST -G1 TAB,AT6381,20,Strip,20,682.2,682.2,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,66.6,666,66.6,666,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,10,Strip,10,666,666,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,5,Bottle,1,35.48,1774,35.48,1774,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6205,50,Bottle,50,1774,1774,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.4,6140,61.4,6140,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-843,100,Vial,100,6140,6140,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,2,Strip,1,58.67,1173.4,58.67,1173.4,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,20,Strip,20,1173.4,1173.4,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000510""",2000000630,21/10/2016,Pre-SI-,Lysten Global,22/10/2016 0:00,1,INR,Standard Selling,INR,1,19980,22677,22677,Debtors - LG,Ship/00004,ROHIT MEDICO,ROHIT MEDICO,22/10/2016 0:00,1,19980,19980,19980,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,2697.3,19980,2697.3,2697.3,19980,2697.3,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,66.6,19980,66.6,19980,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,300,Strip,300,19980,19980,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000511""",2000000631,21/10/2016,Pre-SI-,Lysten Global,22/10/2016 0:00,1,INR,Standard Selling,INR,1,49120,52067,52067,Debtors - LG,Ship/00004,Drug Distributor,Drug Distributor,22/10/2016 0:00,1,49120,49120,49120,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,2947.2,49120,2947.2,2947.2,49120,2947.2,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,160,Vial,1,61.4,49120,61.4,49120,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-843,800,Vial,800,49120,49120,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000512""",2000000632,22/10/2016,Pre-SI-,Lysten Global,22/10/2016 0:00,1,INR,Standard Selling,INR,1,26538,28380,28380,Debtors - LG,Ship/00004,SHREEJI AGE.,SHREEJI AGE.,22/10/2016 0:00,1,26538,26538,26538,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1842.03,26538,1842.03,1842.03,26538,1842.03,,ACTIRAB - D CAP,ACTIRAB - D CAP,10,Strip,1,58.67,5867,58.67,5867,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,100,Strip,100,5867,5867,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,100,Strip,1,23.88,4776,23.88,4776,Sales - LG,Main - LG,LYCOREST TAB,AT6480,200,Strip,200,4776,4776,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,66.6,3330,66.6,3330,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,50,Strip,50,3330,3330,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - L CAP,ACTIRAB - L CAP,0,Strip,1,102.38,5119,102.38,5119,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6107,50,Strip,50,5119,5119,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEGO GEL 20mg,WEGO GEL 20mg,200,Tube,1,37.23,7446,37.23,7446,Sales - LG,Main - LG,WEGO GEL 20mg,E6155,200,Tube,200,7446,7446,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000513""",2000000633,22/10/2016,Pre-SI-,Lysten Global,22/10/2016 0:00,1,INR,Standard Selling,INR,1,17796.5,18686,18686,Debtors - LG,Ship/00004,PUNYA PHARMA,PUNYA PHARMA,22/10/2016 0:00,1,17796.5,17796.5,17796.5,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,889.83,17796.5,889.83,889.83,17796.5,889.83,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,25.92,1296,25.92,1296,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6165,50,Bottle,50,1296,1296,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,100,Strip,1,23.88,4776,23.88,4776,Sales - LG,Main - LG,LYCOREST TAB,AT6480,200,Strip,200,4776,4776,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.4,6140,61.4,6140,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-843,100,Vial,100,6140,6140,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEGO GEL 20mg,WEGO GEL 20mg,150,Tube,1,37.23,5584.5,37.23,5584.5,Sales - LG,Main - LG,WEGO GEL 20mg,E6155,150,Tube,150,5584.5,5584.5,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000514""",2000000634,22/10/2016,Pre-SI-,Lysten Global,22/10/2016 0:00,1,INR,Standard Selling,INR,1,9683,10863,10863,Debtors - LG,Ship/00004,RUBY PHARMA,RUBY PHARMA,22/10/2016 0:00,1,9683,9683,9683,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1180.38,9683,1180.38,1180.38,9683,1180.38,,EMPOWER - OD TAB,EMPOWER - OD TAB,12,Strip,1,66.6,7992,66.6,7992,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,120,Strip,120,7992,7992,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRYGESIC TAB,TRYGESIC TAB,100,Strip,1,16.91,1691,16.91,1691,Sales - LG,Main - LG,TRYGESIC TAB,AT6809,100,Strip,100,1691,1691,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000515""",2000000635,17/05/2016,Pre-SI-,Lysten Global,24/10/2016 0:00,1,INR,Standard Selling,INR,1,0,0,0,Debtors - LG,Ship/00004,Bramhagiri Enterprises,Bramhagiri Enterprises,24/10/2016 0:00,1,0,0,0,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,0,0,0,0,0,0,,LYCOREST TAB,LYCOREST TAB,120,Strip,1,23.88,0,23.88,0,Sales - LG,Main - LG,LYCOREST TAB,AT6473,0,Strip,0,0,0,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000516""",2000000636,24/10/2016,Pre-SI-,Lysten Global,24/10/2016 0:00,1,INR,Standard Selling,INR,1,43108,43108,43108,Debtors - LG,Ship/00004,DROGARIA ANANTA,DROGARIA ANANTA,24/10/2016 0:00,1,43108,43108,43108,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,862.16,43108,862.16,862.16,43108,862.16,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,66.6,9990,66.6,9990,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,150,Strip,150,9990,9990,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND -SP TAB,STAND -SP TAB,0,Strip,1,46.39,2320,46.39,2320,Sales - LG,Main - LG,STAND -SP TAB,AT6841,50,Strip,50,2320,2320,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.67,8801,58.67,8801,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,150,Strip,150,8801,8801,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRYGESIC TAB,TRYGESIC TAB,200,Strip,1,16.91,3382,16.91,3382,Sales - LG,Main - LG,TRYGESIC TAB,AT6809,200,Strip,200,3382,3382,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEGO GEL 20mg,WEGO GEL 20mg,500,Tube,1,37.23,18615,37.23,18615,Sales - LG,Main - LG,WEGO GEL 20mg,E6154,500,Tube,500,18615,18615,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000517""",2000000638,25/10/2016,Pre-SI-,Lysten Global,25/10/2016 0:00,1,INR,Standard Selling,INR,1,14538,14829,14829,Debtors - LG,Ship/00004,Khedwal Pharma [F],Khedwal Pharma [F],25/10/2016 0:00,1,14538,14538,14538,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,290.76,14538,290.76,290.76,14538,290.76,,ACTIRAB TAB,ACTIRAB TAB,10,Strip,1,37.52,1876,37.52,1876,Sales - LG,Main - LG,ACTIRAB TAB,AT6463,50,Strip,50,1876,1876,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,10,Strip,1,58.67,2933.5,58.67,2933.5,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,50,Strip,50,2933.5,2933.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND -SP TAB,STAND -SP TAB,10,Strip,1,46.39,2319.5,46.39,2319.5,Sales - LG,Main - LG,STAND -SP TAB,AT6841,50,Strip,50,2319.5,2319.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,10,Strip,1,66.6,3330,66.6,3330,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,50,Strip,50,3330,3330,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRYGESIC TAB,TRYGESIC TAB,100,Strip,1,16.91,1691,16.91,1691,Sales - LG,Main - LG,TRYGESIC TAB,AT6809,100,Strip,100,1691,1691,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,50,Strip,1,23.88,2388,23.88,2388,Sales - LG,Main - LG,LYCOREST TAB,AT6474,100,Strip,100,2388,2388,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000518""",2000000639,25/10/2016,Pre-SI-,Lysten Global,25/10/2016 0:00,1,INR,Standard Selling,INR,1,17354,18395,18395,Debtors - LG,Ship/00004,VIJAY MEDICOSE,VIJAY MEDICOSE,25/10/2016 0:00,1,17354,17354,17354,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1041.24,17354,1041.24,1041.24,17354,1041.24,,WEGO GEL 20mg,WEGO GEL 20mg,100,Tube,1,37.23,3723,37.23,3723,Sales - LG,Main - LG,WEGO GEL 20mg,E6150,100,Tube,100,3723,3723,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,550,Strip,1,23.88,11940,23.88,11940,Sales - LG,Main - LG,LYCOREST TAB,AT6474,500,Strip,500,11940,11940,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRYGESIC TAB,TRYGESIC TAB,100,Strip,1,16.91,1691,16.91,1691,Sales - LG,Main - LG,TRYGESIC TAB,AT6809,100,Strip,100,1691,1691,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000519""",2000000640,25/10/2016,Pre-SI-,Lysten Global,25/10/2016 0:00,1,INR,Standard Selling,INR,1,42145,44674,44674,Debtors - LG,Ship/00004,M/S Danole Agencies,M/S Danole Agencies,25/10/2016 0:00,1,42145,42145,42145,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,2528.7,42145,2528.7,2528.7,42145,2528.7,,WEGO GEL 20mg,WEGO GEL 20mg,300,Tube,1,37.23,11169,37.23,11169,Sales - LG,Main - LG,WEGO GEL 20mg,E6150,300,Tube,300,11169,11169,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,300,Strip,1,23.88,23880,23.88,23880,Sales - LG,Main - LG,LYCOREST TAB,AT6474,1000,Strip,1000,23880,23880,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,20,Bottle,1,35.48,7096,35.48,7096,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6205,200,Bottle,200,7096,7096,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000520""",2000000641,25/10/2016,Pre-SI-,Lysten Global,25/10/2016 0:00,1,INR,Standard Selling,INR,1,10943,12099,12099,Debtors - LG,Ship/00004,ROHIT MEDICO,ROHIT MEDICO,25/10/2016 0:00,1,10943,10943,10943,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1156.08,10943,1156.08,1156.08,10943,1156.08,,TRYGESIC TAB,TRYGESIC TAB,100,Strip,1,16.91,1691,16.91,1691,Sales - LG,Main - LG,TRYGESIC TAB,AT6809,100,Strip,100,1691,1691,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,25.92,2592,25.92,2592,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6165,100,Bottle,100,2592,2592,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,10,Strip,1,66.6,6660,66.6,6660,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,100,Strip,100,6660,6660,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000521""",2000000642,25/10/2016,Pre-SI-,Lysten Global,25/10/2016 0:00,1,INR,Standard Selling,INR,1,8188.2,9179,9179,Debtors - LG,Ship/00004,SHANTI ENTERP.,SHANTI ENTERP.,25/10/2016 0:00,1,8188.2,8188.2,8188.2,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,990.79,8188.2,990.79,990.79,8188.2,990.79,,TRYGESIC TAB,TRYGESIC TAB,50,Strip,1,16.91,846,16.91,846,Sales - LG,Main - LG,TRYGESIC TAB,AT6809,50,Strip,50,846,846,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLUCOLYST -G1 TAB,GLUCOLYST -G1 TAB,0,Strip,1,34.11,682.2,34.11,682.2,Sales - LG,Main - LG,GLUCOLYST -G1 TAB,AT6381,20,Strip,20,682.2,682.2,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,10,Strip,1,66.6,6660,66.6,6660,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,100,Strip,100,6660,6660,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000522""",2000000643,25/10/2016,Pre-SI-,Lysten Global,25/10/2016 0:00,1,INR,Standard Selling,INR,1,12621.5,13379,13379,Debtors - LG,Ship/00004,Axis Pharma,Axis Pharma,25/10/2016 0:00,1,12621.5,12621.5,12621.5,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,757.29,12621.5,757.29,757.29,12621.5,757.29,,ACTIRAB - D CAP,ACTIRAB - D CAP,5,Strip,1,58.67,2933.5,58.67,2933.5,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,50,Strip,50,2933.5,2933.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,10,Bottle,1,35.48,3548,35.48,3548,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6205,100,Bottle,100,3548,3548,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.4,6140,61.4,6140,Sales - LG,Main - LG,LYCORT 1 ml INJ,L-843,100,Vial,100,6140,6140,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000523""",2000000644,25/10/2016,Pre-SI-,Lysten Global,25/10/2016 0:00,1,INR,Standard Selling,INR,1,17773,18939,18939,Debtors - LG,Ship/00004,KSHIRSAGAR AGENCIES,KSHIRSAGAR AGENCIES,25/10/2016 0:00,1,17773,17773,17773,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1166.28,17773,1166.28,1166.28,17773,1166.28,,STAND -SP TAB,STAND -SP TAB,40,Strip,1,46.39,9278,46.39,9278,Sales - LG,Main - LG,STAND -SP TAB,AT6841,200,Strip,200,9278,9278,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,10,Strip,1,58.67,5867,58.67,5867,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,100,Strip,100,5867,5867,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,25.92,1296,25.92,1296,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6165,50,Bottle,50,1296,1296,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,66.6,1332,66.6,1332,Sales - LG,Main - LG,EMPOWER - OD TAB,AF6168,20,Strip,20,1332,1332,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000524""",2000000645,26/10/2016,Pre-SI-,Lysten Global,26/10/2016 0:00,1,INR,Standard Selling,INR,1,11525,12101,12101,Debtors - LG,Ship/00004,PRADEEP MEDICOSE,PRADEEP MEDICOSE,26/10/2016 0:00,1,11525,11525,11525,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,576.25,11525,576.25,576.25,11525,576.25,,LYCOREST TAB,LYCOREST TAB,50,Strip,1,23.88,2388,23.88,2388,Sales - LG,Main - LG,LYCOREST TAB,AT6474,100,Strip,100,2388,2388,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEGO GEL 20mg,WEGO GEL 20mg,200,Tube,1,37.23,7446,37.23,7446,Sales - LG,Main - LG,WEGO GEL 20mg,E6150,200,Tube,200,7446,7446,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRYGESIC TAB,TRYGESIC TAB,100,Strip,1,16.91,1691,16.91,1691,Sales - LG,Main - LG,TRYGESIC TAB,AT6809,100,Strip,100,1691,1691,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000525""",2000000646,26/10/2016,Pre-SI-,Lysten Global,26/10/2016 0:00,1,INR,Standard Selling,INR,1,13903.5,14599,14599,Debtors - LG,Ship/00004,ASHA MEDICAL STORE,ASHA MEDICAL STORE,26/10/2016 0:00,1,13903.5,13903.5,13903.5,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,695.17,13903.5,695.17,695.17,13903.5,695.17,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,10,Bottle,1,35.48,3548,35.48,3548,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6205,100,Bottle,100,3548,3548,Cost of Goods Sold - LG,Stores - LG
